user_id,videos_json,channel_title,thumbnail_link,view_count,subscriber_count,video_count
UCdrIRGag9l_1mg02giu2Hyw,"[{""video_id"": ""spUTRgDHq_o"", ""like_count"": 1, ""comment"": ""I could see why you don\u2019t work with those political motivated sex maniacs.""}]",FRG Outdoors,https://yt3.ggpht.com/fUYs1fu-t8urz6WgeNwRBm56Xm6Mf_wRoeUFTwmY10Elu2tIj2hoG7hK6khn-qBHC3UnbdDw=s88-c-k-c0x00ffffff-no-rj,342076,446,141
UCZ1t9fYCKWYfG9-vVKwQQ3g,"[{""video_id"": ""spUTRgDHq_o"", ""like_count"": 0, ""comment"": ""Naaa dude I like Fridays and Saturdays gonna carry on the partying""}]",David Longhorn,https://yt3.ggpht.com/ytc/AIdro_nlWBb6EBwk93smpJLR_boYFbqSxpDSwwmML-Ynqpc=s88-c-k-c0x00ffffff-no-rj,0,0,0
UC4t8DfhGd2Iw6-M8-KZDW1A,"[{""video_id"": ""spUTRgDHq_o"", ""like_count"": 0, ""comment"": ""Nelk has been trash made for 13 year-olds for a while now. Glad Jesse got out.""}]",David,https://yt3.ggpht.com/ytc/AIdro_nmm9vyrQ7wG-AjWPg1tlvlV-6lGNU-hY-AgtuH1ShyK-k=s88-c-k-c0x00ffffff-no-rj,0,4,0
UCDUaczakbwiA0E7OVmIgLNA,"[{""video_id"": ""spUTRgDHq_o"", ""like_count"": 0, ""comment"": ""Am I too late for yadnus""}]",Max Gonzalez,https://yt3.ggpht.com/ytc/AIdro_kr2JJ-tDyRjbDjpW6xKu3irIOhc2OsU7S9jKIv9xSUNcY=s88-c-k-c0x00ffffff-no-rj,28,2,4
UCTZNVhc9eMgTFMPDyt83N0A,"[{""video_id"": ""spUTRgDHq_o"", ""like_count"": 0, ""comment"": ""Seems like a dumb business move.. you can do your own thing and still be involved with nelk. Also why would you name your show Sunday when that\u2019s a popular bmx brand that would be like a show calling itself birdhouse or world industries.""}]",Nitty Gritty,https://yt3.ggpht.com/O3LfpZx8KuNZhFcs3BIkxgtXtvp63rCV7piOPkH90HxiY0oWtUFrZ4DoQGfkiLzR1rVHaiRsPQ=s88-c-k-c0x00ffffff-no-rj,0,19,0
UCOhdd27CpCjj2bnemm7TI2A,"[{""video_id"": ""spUTRgDHq_o"", ""like_count"": 0, ""comment"": ""YADNUS""}]",Nick Tumminello,https://yt3.ggpht.com/ytc/AIdro_n4s8XKFRujqj6VGuUc2pF9dC-tJcZCoxdYXxPHHUk=s88-c-k-c0x00ffffff-no-rj,131,1,1
UCjeNq9JR_ABkGTip0iOVQ7Q,"[{""video_id"": ""spUTRgDHq_o"", ""like_count"": 0, ""comment"": ""YADNUS!!!""}]",Mitri Syriani,https://yt3.ggpht.com/ytc/AIdro_nUPdJbgbAzJVx4_g8_NXO2kkIBOkQgpxsNHaSzJN0=s88-c-k-c0x00ffffff-no-rj,0,0,0
UCZ8p2cnzOZxARFNbceohKLg,"[{""video_id"": ""spUTRgDHq_o"", ""like_count"": 0, ""comment"": ""Yadnus \ud83e\udd19""}]",Monti Reynolds,https://yt3.ggpht.com/ytc/AIdro_lBN-bxPKjGYAPRUJlMyqRZ_I1Mt4l-tAZkmgn8hTY=s88-c-k-c0x00ffffff-no-rj,0,0,0
UCpPTQkVa50KIfk33fBdV90g,"[{""video_id"": ""spUTRgDHq_o"", ""like_count"": 0, ""comment"": ""Just cuz you aint trynna have fun nomore doesnt mean you have to lean in the boring adult vibe,like we get it your clean""}]",YungBatch,https://yt3.ggpht.com/GFCJoH1H4AteiZyaVYDD_25e0mPJEupoGBijeuB-YRipGBAXW_cIr1ZICcG5jUxDOGQVlgnVEQ=s88-c-k-c0x00ffffff-no-rj,10158,72,22
UCFR9TTDNToYvbbzcEEchPBQ,"[{""video_id"": ""spUTRgDHq_o"", ""like_count"": 0, ""comment"": ""Good luck with your new adventure Jesse, I think you are making a great decision and you have amazing things to come""}]",Nacho Alfonso García,https://yt3.ggpht.com/ytc/AIdro_kFONpUnW-AGOqMBH-g5BwPO67uDPxntDNpGCvHkz82Ma4h=s88-c-k-c0x00ffffff-no-rj,0,2,0
