user_id,videos_json,channel_title,thumbnail_link,view_count,subscriber_count,video_count
UCKZCjfCQQD-rkYNBbK9H4qg,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 0, ""comment"": ""GOAT""}]",3XA  🇷🇺,https://yt3.ggpht.com/kCvPNvUsPeNrTITE9sqX0ILyITQe2mMfSYPsyuI1rxi3XkJopHcz_Y6A6t_V49oeOZWqmgzx=s88-c-k-c0x00ffffff-no-rj,11,6,1
UCCUr2Wy8oXcmGbbJ6gcQTEA,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 0, ""comment"": ""\u201eThings happen\u201c, but with DRUMS \n\n(on my channel - check it out!) \u2764\ufe0f""}, {""video_id"": ""tMgkt9jdjTU"", ""like_count"": 0, ""comment"": ""\u201eThings happen\u201c, but with DRUMS \n\n(on my channel - check it out!) \u2764\ufe0f""}, {""video_id"": ""KOFw2UPLdPk"", ""like_count"": 0, ""comment"": ""2022 and I still love it! <3""}]",pzeudo,https://yt3.ggpht.com/bFQYUg6l6pn08_KIh8KEkRzs3knYUQFjBAh8gs1YoSEEIurj51PCEmzY4DVk3eXO5-CftdSWjQ=s88-c-k-c0x00ffffff-no-rj,11931,64,31
UCMnItGZEZW6IgHu7tOABcQQ,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 0, ""comment"": ""Idk why but watching the psykos frog transition from colored to black n white w the song is amazing lol""}, {""video_id"": ""X1A0maG9k7M"", ""like_count"": 0, ""comment"": ""I am speechless""}]",drew,https://yt3.ggpht.com/zJDEI7nUgfooIOGxpFZWE5tdOrDYE18MyOSyCRWf5hSICfYHSlB1oZhz5G9Q6EazSOF_EfuBtZI=s88-c-k-c0x00ffffff-no-rj,557,4,2
UC0lCc5JIYR8tZqGfVcNqGlg,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 1, ""comment"": ""whoa trash complete an utter trash dude sounds like he got drunk took to much lean no wonder the name LOL""}]",The Legalized Professional ,https://yt3.ggpht.com/xZ9VFJ8ekC04FyYMhDQO0L-QCE_ehtkAIF_0rQbGZfiwae-Qqnw-gd3Ao_JYkKN_VQ-Ba5HWSQ=s88-c-k-c0x00ffffff-no-rj,7459,109,147
UCerVvv331bxqehBy4A1unOA,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 2, ""comment"": ""They are real rockstars""}]",DJ ShizoShiz,https://yt3.ggpht.com/eZF2qExm4jOSPCKqN7jcYJKZg9zrEzXeAOP73nMD_67i61H2tlWcHIxgjvOxDa5yhZzkuh1laA=s88-c-k-c0x00ffffff-no-rj,9959,62,68
UCOAIRsCL_eaHiu_jT-FoxeQ,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 1, ""comment"": ""Dude fell OFF""}]",Altin Gashi,https://yt3.ggpht.com/tHyY2fOeO-X8XUHwQHvga5Z_85G3DodMOFZeaV2yIzh6d_zp7tsN43OJ6oLprA7i6NJpbcucD0k=s88-c-k-c0x00ffffff-no-rj,0,3,0
UCNxdRWdq2--7E5YiU-zUj4w,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 0, ""comment"": ""The guitar sound in the starting is somewhat same as the guitar music in yosemite""}]",Kappu Tilewala Airtel,https://yt3.ggpht.com/ytc/AIdro_nINduFEoqdR9Ur9aH5Wjyys_h6Cvr5JLOUK2d9YuckXV4H-eJ2TUNvqVabpPDyQcaEZw=s88-c-k-c0x00ffffff-no-rj,0,0,0
UCk6rG_GJvQE9h-60wdFcqqA,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 2, ""comment"": ""Only you can glue my blue and\nBroken, shattered, battered porcelain heart\nTear my soul apart\nSo dark from smoking poison\nToxic, tainted love\nMurder when from you is something holy\nOnly pure, so beautiful\nWhen she sinks her teeth in me my flesh is red\nAnd I bled out for us\nEven hate from you would have me thankful\nOnly to be in your thoughts\nLonely in your arms\nLonely in your arms\nIn this violent dawn\nSomething feels so wrong\nOne day I'll settle down\nThorns on my crown\nTorture and pleasure\nIt's the same to me now\nI've always seen the signs\nThey change when I'm around\nIt wasn't my intention to look up to me now\nTry to wake up and smile\nI know there's a light\nWant to slow down but I lead a fast life\nWant to slow down and enjoy what is around\nI'm fighting for a title but I don't know the prize\nIn our hopeless longing\nWondering why must I go on like this\nWhen I wanna lie face down\nWanna sink way down all the way through earth\nAnd be one with dirt\nJust a speck in the corner of this endless trench\nJust a sec not a second chance to regret\nIn the face of death\nIn our final breath\nWe long to forget\nAnd to restart fresh\nRed dress off\nBlack latex fainting\nNothing new it's all ancient\nLess is more tryna say less\nShe's in the middle of my painting\nAsphalt terrain that's my fragrance\nWe wrote a bible in Sanskrit\nPlay different roles in the same script\nI'm highest to God when I don't make sense\nYou like it when I'm down\nAnd when I'm up I know you won't say shit\n----SAD BOYS 4EVER ----""}]",LukeConcept,https://yt3.ggpht.com/ytc/AIdro_m381PClY8t9Qjww8bMQcnkriRLeIwEbmuYo-lq2M04DQ=s88-c-k-c0x00ffffff-no-rj,0,51,0
UCnfP5apfLti0C9fDxlWUf8g,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 0, ""comment"": ""i feel like that frog watching this""}, {""video_id"": ""X1A0maG9k7M"", ""like_count"": 0, ""comment"": ""dgsbe fans eating so good this year""}, {""video_id"": ""KOFw2UPLdPk"", ""like_count"": 3, ""comment"": ""now i\u2019m in swedennnnnnnnnnnnnn""}]",DevanFish,https://yt3.ggpht.com/C-hlBHXOHWc4fYpOVdWjWlBOQ6XL6rXEZgqtdinS0JqLiXMPNYz2dO0YYtSt5Gycx4594SX6qfQ=s88-c-k-c0x00ffffff-no-rj,0,96,0
UC77oBqSS40UqOHM0QZuDoeQ,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 1, ""comment"": ""i'm the cold visions album cover.""}, {""video_id"": ""X1A0maG9k7M"", ""like_count"": 0, ""comment"": ""i'm luciele tyler junker, it's German pronounced Yunker.""}, {""video_id"": ""X1A0maG9k7M"", ""like_count"": 1, ""comment"": ""i can't wait to feature""}, {""video_id"": ""X1A0maG9k7M"", ""like_count"": 0, ""comment"": ""i love the Thumbs Down features""}, {""video_id"": ""X1A0maG9k7M"", ""like_count"": 1, ""comment"": ""*Bros thumbs down*""}, {""video_id"": ""X1A0maG9k7M"", ""like_count"": 0, ""comment"": ""crush by 2hollis""}, {""video_id"": ""X1A0maG9k7M"", ""like_count"": 1, ""comment"": ""it's funny though""}, {""video_id"": ""X1A0maG9k7M"", ""like_count"": 1, ""comment"": ""disgusting that was nort sexually coded""}, {""video_id"": ""X1A0maG9k7M"", ""like_count"": 1, ""comment"": ""Okay it worked""}, {""video_id"": ""X1A0maG9k7M"", ""like_count"": 1, ""comment"": ""my grandpa can't hear anything if i .. turn the lights off ?""}, {""video_id"": ""X1A0maG9k7M"", ""like_count"": 1, ""comment"": ""it's just not Right.""}, {""video_id"": ""X1A0maG9k7M"", ""like_count"": 1, ""comment"": ""i could listen to this song aloud""}, {""video_id"": ""X1A0maG9k7M"", ""like_count"": 1, ""comment"": ""i have bluetooth headphones""}, {""video_id"": ""X1A0maG9k7M"", ""like_count"": 1, ""comment"": ""i left my phone somewhere idek what song is playing rn i can't tell""}, {""video_id"": ""X1A0maG9k7M"", ""like_count"": 0, ""comment"": ""ghosts of the memory""}, {""video_id"": ""X1A0maG9k7M"", ""like_count"": 1, ""comment"": ""i was just thinking about ghosts and you two are both hre.""}, {""video_id"": ""X1A0maG9k7M"", ""like_count"": 2, ""comment"": ""what the hell is going on here""}]",okx._.tyler,https://yt3.ggpht.com/ytc/AIdro_nKymSeygEHpPiEVkHcvUMFYgBWc6lTN2zVA-84oU40Pl0=s88-c-k-c0x00ffffff-no-rj,3815,41,8
UCkqBPskzo9NAQsoJQv-Spqw,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 0, ""comment"": ""\ud83d\udda4""}]",Sanjee,https://yt3.ggpht.com/H0p-QDUX6uWCdEvl8-cPbrrA2L5gPxOTY0Opz2jVV3GmR43ddUuGftrR29BPRvQdgk7lbNsBqdw=s88-c-k-c0x00ffffff-no-rj,39137,308,33
UCivygj9KCZ3LfsG_BcCk3rA,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 0, ""comment"": ""this hits sooooo much harder than the studio version""}]",Westbeach,https://yt3.ggpht.com/WDWWicGiu96ckBv9k_tlOYBEixTgxgXkE-3-rmVE49YIdnwy0QLZ5z6I5cIGrJJmO6NR1-pN=s88-c-k-c0x00ffffff-no-rj,0,0,0
UCyrgWiLPCW67Mt75ma_iJfg,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 0, ""comment"": ""Who came here from KSI?""}]",Bajkó Krisztián,https://yt3.ggpht.com/ytc/AIdro_ns8__rZQCKB7ck_fZH4IPM9IZTVc86nFmf-3UKTH2ODvs=s88-c-k-c0x00ffffff-no-rj,0,3,0
UCouySdFrq9yHWy8iKOGcJ9A,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 0, ""comment"": ""Who remembers ginseng strip 2002\ud83e\udd79\ud83e\udd79""}]",꧁༒☬SoCaLy☬༒꧂,https://yt3.ggpht.com/4mslWu5MI9fgvTuwI_tiqm8ILevSzx1caj8VeqhwJjSdvmbChM5Hs8p289-ZTmXzoZydwHqT1Q=s88-c-k-c0x00ffffff-no-rj,8115,107,121
UClunp03iB1mRs0wLXqTjoFA,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 0, ""comment"": ""#Draingangforever""}]",Sk Farhan Ahmed,https://yt3.ggpht.com/mRr43tPLXNccnYcRdnhQRWxSaaIhzh1MEFA1SrjD2XvxLMeOKX94TaSJB4DVjqaHw8fJcrZhtA=s88-c-k-c0x00ffffff-no-rj,40,0,2
UCM_QNt5hpZ8fAfooHKklYMg,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 1, ""comment"": ""I don't listen to music much due to workin on my own music 25 years of tears rap artist here 4:57 but I like this frfr hmu for that peace train""}, {""video_id"": ""X1A0maG9k7M"", ""like_count"": 0, ""comment"": ""Yo let's colab my brother for peace \u270c\ufe0f\ud83d\udd4a\ufe0f\ud83c\udf89\u2764""}]",ChillwilMusiX,https://yt3.ggpht.com/PTlv6XYDJ6Q-0rZK4qn-1EhVf-VJJ-BwdxMmfTj6-b7V14O5kS_7lbwTlad4vd6Tud2S3-KxVg=s88-c-k-c0x00ffffff-no-rj,27206,40,597
UC9DIamJWdVwj9Lhac4Exxmw,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 1, ""comment"": ""Esse final no viol\u00e3o s\u00f3 com as vozes ficou lindo. \ud83c\udde7\ud83c\uddf7\ud83c\udf99\ud83c\udfb5\ud83c\udf9a\ud83c\udfbb\ud83e\ude95\ud83c\udfb8""}]",Rafael,https://yt3.ggpht.com/C18OI0iJihODNRn6uDGjMcOnGdsle3lVLLDybLjdpeBBrN7MN6V-UyXFFDKAXSZJ6pw4WY5_Aw=s88-c-k-c0x00ffffff-no-rj,0,3,0
UCeUSQYgUCVQKpMkLHWqU4kA,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 2, ""comment"": ""AND I BLED OUT FOR USSSSS""}]",Elise Polo,https://yt3.ggpht.com/ytc/AIdro_ktpdbtJjsrr592ZydaXLRPW7mD56TOG0zRL-lQao6lHFfP=s88-c-k-c0x00ffffff-no-rj,1599,10,7
UC_oTI4Nd0ogbUSD8idTux-Q,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 0, ""comment"": ""Want to slow down but I lead a fast life""}, {""video_id"": ""tMgkt9jdjTU"", ""like_count"": 1, ""comment"": ""I remember when this song came out. good times""}, {""video_id"": ""KOFw2UPLdPk"", ""like_count"": 2, ""comment"": ""Timeless""}]",Liam Bishop,https://yt3.ggpht.com/KlimpYy-A8DB3oTYlIBm7u_Bzq5qDqWc0cPqQgw9Bu2WEABBZ_gTGi5UZHbMR6m4JkXU_o9t=s88-c-k-c0x00ffffff-no-rj,0,21,0
UC7liiji5mL3XZMZl3ITgaow,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 3, ""comment"": ""this shit ass bro I love it keep \u2018em coming""}]",tkwaste,https://yt3.ggpht.com/R5aj3aLv_rHNs8hGOCtkH8KpHRvZVB0KnAXTMQMgy56hZOeJMrMJFLSdnFLmH0OukJdVbxnrSZU=s88-c-k-c0x00ffffff-no-rj,0,11,0
UC6JZsbJiNft1HsAak_emh6g,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 2, ""comment"": ""The live performance of this is awesome. Goes way harder than the recording.""}]",SOUL-SACK,https://yt3.ggpht.com/2cRP9B5zYqvUirgVicDHosoyW1ZSNWecsFvngxUklbWcNcsqNShkyvEtKkmb10Bg957yVawvqw=s88-c-k-c0x00ffffff-no-rj,110,8,2
UC-daWoup4ndqkInIF__Zj4g,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 0, ""comment"": ""Awesome\ud83e\udd17""}]",Neva,https://yt3.ggpht.com/vMMUgm8ushcqSOsjlc6x8Agxvduu8POZkXC0V9QcQNF1PPH73OPwzU4C8pIZkmFI11xeO3A62EI=s88-c-k-c0x00ffffff-no-rj,0,0,0
UC2WewAO2fNyDlxRJ7KvC8vA,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 1, ""comment"": ""Hinterfrage gerade mein Leben""}]",Benedikt,https://yt3.ggpht.com/ytc/AIdro_lf1IZ5bom_dPapd4Y3e7-a5lkSL_fLJKtBZa9gtlK-HA=s88-c-k-c0x00ffffff-no-rj,0,2,0
UCE-OD8LiaMMRb-YQWm1jtJw,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 0, ""comment"": ""Bro i miss your producers with asian samples man""}]",KBE,https://yt3.ggpht.com/GetpcvyUEbWETgg4_IBjN_TsgJnLijjMXEd8R5Fg-GBQe-5238yS0a6P1RHoV8_VaJsYvDJS=s88-c-k-c0x00ffffff-no-rj,199190,3960,26
UCbRSx8by5QlIPciKm9syhJQ,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 0, ""comment"": ""Complete trash.""}]",yeah tbh.,https://yt3.ggpht.com/ytc/AIdro_lTjRkxTY15taGZsxerWfb7xP48n2ON1MLmEheWbuY=s88-c-k-c0x00ffffff-no-rj,0,13,0
UCNAB1zOhmY2xCtHULIYm1Fg,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 0, ""comment"": ""i""}]",modorra,https://yt3.ggpht.com/hPStwSEC7wENUB277mdELC2CKbTAtKdNVIl9ozhSmRAMdFBiY5PY89RF7azrLEVb9lGtglhC6G0=s88-c-k-c0x00ffffff-no-rj,115,0,1
UCn2VdRyIN3Kmy-bGxy1LO4Q,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 0, ""comment"": ""333 Lawson Port""}]",Christian Carter,https://yt3.ggpht.com/ytc/AIdro_lSdQNNz14c3fnSi5hwYP7k8NhtONqg0Hiw_EbiyQ=s88-c-k-c0x00ffffff-no-rj,0,1,0
UCl37WqMlg_4gk1u1cUswSvA,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 0, ""comment"": ""moved to tears with this track""}]",Phef Phef,https://yt3.ggpht.com/ytc/AIdro_kP9lj8i9vO9ICncm663NimUWxx4uT_KcXyTfodsR0_W4A=s88-c-k-c0x00ffffff-no-rj,176,9,10
UCpTEjchywxB08amhdbnOuZw,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 1, ""comment"": ""would yall still be part of the cult if they started today with 50 listeners?""}]",Von C.K,https://yt3.ggpht.com/SspywgnBj2OnorFl5NJ4-4kfG-EuKsG99aVw6Mky5KnwLeMRcfghWU5Au48xjCG-7xlKXfUcbQ=s88-c-k-c0x00ffffff-no-rj,4900,183,43
UCzYsSMDkCKbPVIOjQ7Im9ug,"[{""video_id"": ""X1A0maG9k7M"", ""like_count"": 0, ""comment"": ""8 MINUTES""}]",CianplayzFN,https://yt3.ggpht.com/8tlDYjaoQh8-0QzuLGPba3DjptEWmy1mANZJxvGFEmMvhdBzGgWiBJL5HPU16K9kWMKukBgn=s88-c-k-c0x00ffffff-no-rj,316067,577,307
